gene	score	LFC	PVAL
aldoaa	-1.4475235191638953	0.153761326	6.41e-06
col4a1	-1.4431885092144079	0.174402528	0.429966733
alkbh5	-1.4358065698759166	0.977590301	0.000172394
tfdp1b	-1.4354964421925744	0.166195842	0.46691756
idh3a	-1.4320417010975375	0.130184576	0.545180912
efnb2a	-1.4311587115831441	0.127684638	0.415336115
rpl3	-1.4247161685759213	0.156280635	4.6e-15
dync1i2a	-1.4235450580052205	0.12481339	0.414706527
h3f3b.1	-1.4224771852401181	0.137965043	0.01087514
AC024175.16	-1.4209648983770862	0.975666274	0.001371801
C1H4orf27	-1.4194912309835552	0.170588893	0.419945201
trrap	-1.4191208962852295	0.16692294	0.417950496
hspa8	-1.4164779312664386	0.157190382	1.66e-27
ovol1	-1.4010731272002834	0.973775157	7.97e-05
mtfr1l	-1.4007988913647074	0.973763156	1.4e-08
flnca	-1.3986723948039002	0.973526226	3.35e-06
h1f0	-1.3983259770078424	0.973488514	5.26e-121
hao1	-1.3981409759411858	0.154028107	0.496498131
si:dkeyp-86f7.3	-1.3979205582066119	0.05280746	0.404668789
sparc	-1.396442547717082	0.033780212	0.747130187
cldn12	-1.384373739505044	0.162555427	0.414244932
gnb2l1	-1.3829201306403958	0.160917257	3.67e-12
mad2l1	-1.380070344486958	0.165678818	0.414590045
SPAG5	-1.3788943900788504	0.151150069	0.503254979
rps27.1	-1.3727849755071224	0.084117846	0.049156226
rps17	-1.3724582544642363	0.144952621	0.009962158
hp1bp3	-1.368191559633657	0.07210778	0.405741433
vhl	-1.3655448170151256	0.969575656	0.001116501
gabarapa	-1.358574762153499	0.177748637	0.423490549
rpl22	-1.3435263382294798	0.164999421	0.000191255
capza1a	-1.3422736041634573	0.101456948	0.407486806
SLCO5A1 (2 of 2)	-1.341632528739214	0.966882125	0.001158561
krt92	-1.3410578476027615	0.116385843	0.029733331
krt92	-1.3410578476027615	0.116385843	0.029733331
krt92	-1.3410578476027615	0.116385843	0.029733331
rpl10	-1.338764776421736	0.062588273	0.067422965
si:dkey-177p2.6	-1.3343934984967822	0.172146536	0.456496592
rbm5	-1.3338109551317059	0.966256745	1.32e-12
rps28	-1.3233582026718818	0.167617125	4.29e-07
rps26l	-1.322624747275733	0.099052029	0.042496484
brd2a	-1.321618109109271	0.964875252	3.18e-17
rps7	-1.3193315229032354	0.16807494	3.86e-09
nf2b	-1.3135649755690608	0.179488627	0.4199013
cldn7b	-1.3123199799957868	0.073020541	0.665005625
ctslb	-1.3114210821313916	0.147758283	0.408155588
pla2g12b	-1.3108656332314128	0.121888661	0.028297868
tfa	-1.309897625455032	0.169147829	4.42e-09
ltv1	-1.3031470106591114	0.170517356	0.462310167
skiv2l2	-1.2984340921323907	0.168755476	0.409277343
mllt4a	-1.2972227585039051	0.159602764	0.48766689
tegt	-1.2956999827601383	0.118152476	0.405594277
lgals3l	-1.2956060438479484	0.156061558	0.407486806
h3f3a	-1.2935375405306533	0.17070627	0.000174273
PPAP2A	-1.291991638766515	0.121351839	0.566482622
fabp2	-1.2915549431674371	0.168032879	0.001815786
hmgn2	-1.2911354528184864	0.171290264	2.82e-10
prdx4	-1.2898540197679784	0.151761048	0.50459662
psap	-1.2894508829829316	0.171220804	0.000147872
cluha	-1.2828076582349484	0.17896126	0.439357404
glula	-1.2825283196159512	0.156202697	0.00923217
si:ch73-1a9.3	-1.281860800859702	0.172330353	1.31e-05
lrrc59	-1.2813091703527055	0.181532568	0.421823936
foxk1	-1.2812782216357594	0.96026379	3.06e-05
ss18	-1.2811602658553563	0.135814323	0.405619213
grhprb	-1.2775789597975364	0.130307069	0.54876731
hsp90aa1.2	-1.2751351489776028	0.959564047	3.82e-11
hmgb2b	-1.2732411679339037	0.132338279	0.024299725
STT3B	-1.2699146648624335	0.142900872	0.405158449
wdr18	-1.2677736169009046	0.165209716	0.476283975
ywhaba	-1.2667990573887584	0.139824049	0.020107105
ddost	-1.2649849276823644	0.117049184	0.403339812
apoc1l	-1.2561206000715384	0.175319956	1.09e-09
slc7a3a	-1.2537492515095698	0.182345912	0.417157905
zbtb16b	-1.2525957616082697	0.13112619	0.403407134
nucks1a	-1.2503873973890065	0.148681653	0.01584436
atp6v0b	-1.2451727944950897	0.137317449	0.535418579
insig1	-1.2413526416360385	0.955657243	6.67e-06
racgap1	-1.2402434290162392	0.172560305	0.460186531
zgc:114130	-1.2396461382053845	0.955460225	2.77e-22
ENDOD1 (7 of 11)	-1.239476635159537	0.177062209	0.407696772
CABZ01070258.1	-1.2331746630534597	0.954707212	2.38e-30
cyp24a1	-1.2330306598312637	0.954687454	1.54e-05
ctr9	-1.2304575641957405	0.15971642	0.403255629
cad	-1.2294779208613296	0.173409422	0.002815107
CCDC86	-1.226610672887821	0.150610668	0.402517504
serpina1	-1.2229963492883096	0.054102568	0.707208614
pdcd5	-1.2129883826073127	0.126535182	0.557955356
rps8a	-1.2009586437387774	0.056820229	0.08322894
sypl2a	-1.1987667280991694	0.159176709	0.401021765
ctsd	-1.196886821591423	0.048103853	0.720756495
h1fx	-1.1968435286296364	0.950452359	7.1e-35
zmat2	-1.1921805123764029	0.184345934	0.410751774
dnaja2l	-1.1872657952593006	0.153634793	0.399935106
VWA5A (2 of 4)	-1.1834650404428737	0.14593445	0.519563815
rpl4	-1.1826779482864334	0.18391003	1.13e-17
krt18	-1.180949442330033	0.184114526	2.4e-10
gcdhb	-1.1787146671968483	0.947932115	0.002010954
alyref	-1.1784719097869272	0.042728737	0.732869516
agrn	-1.1768045429552603	0.092312776	0.628176729
eif3m	-1.1751803383429045	0.172115537	0.007150901
rpl35a	-1.1751757487223298	0.184797906	2.72e-07
tktb	-1.1738384464150506	0.131868942	0.031582387
scml2	-1.1737402361284872	0.147228946	0.39870376
smyd5	-1.1726055367438746	0.947539809	0.000264169
ntd5	-1.1709056403865907	0.122992395	0.397029574
arrdc3a	-1.167787596745952	0.947015303	3.63e-10
CR847510.1	-1.1660775253945523	0.946797787	8.03e-05
atp2a1l	-1.1656719264339248	0.946721744	0.00023621
rpl30	-1.1654859525786998	0.185948862	7.24e-09
SPEG (1 of 2)	-1.162071413196565	0.946334818	3.7e-06
ilf3a	-1.1602596001790126	0.154158424	0.398076135
mkl1b	-1.1562313410342768	0.187113201	0.414558088
GABARAPL1	-1.1525399630762254	0.94519917	9.21e-17
PROB1 (2 of 2)	-1.1515908793164904	0.945082955	1.66e-05
slc39a5	-1.1515582412588474	0.160649698	0.397805595
mt-nd2	-1.1479022871176756	0.944645051	2.29e-106
KRT23	-1.1445357576479325	0.117231332	0.394573112
mark3a	-1.139470806668064	0.175755206	0.457023041
serpinc1	-1.1384382246220792	0.082341798	0.649665723
ctgfa	-1.1340166238177778	0.942981089	1.83e-14
snx1a	-1.1336048010138506	0.088863529	0.636293337
tmsb4x	-1.1317779389983733	0.189978455	1.41e-14
rpl18a	-1.1306348118892222	0.066712072	0.081320761
apoa1a	-1.1306213561470129	0.190117483	5.72e-18
fbxl5	-1.1304082197860286	0.942547478	8.33e-15
rpl8	-1.1291087083281282	0.057875187	0.088642147
hdgfrp2	-1.1277024338642605	0.148688986	0.39552511
atp5g3b	-1.12576229253584	0.18518898	0.003058784
zgc:63587	-1.1257371622149852	0.150671498	0.511497616
lft1	-1.1251961538208404	0.941537794	0.002176241
lft1	-1.1251961538208404	0.941537794	0.002176241
si:ch211-137a8.4	-1.1231285266721922	0.080857648	0.387861598
arr3a	-1.119945997345043	0.940901009	0.002213929
gpx4b	-1.1167907471215788	0.139109332	0.39422934
mki67	-1.1133744354751003	0.075567583	0.386020401
RPS17	-1.1118695618968064	0.192362583	8.9e-06
sorbs2b	-1.1106455252638807	0.179274798	0.449767194
si:dkey-238c7.12	-1.107836605717453	0.112211634	0.391269918
rasa1a	-1.0975382721937277	0.143057396	0.527658764
osbpl10	-1.0963752377994196	0.14107917	0.531665452
nudcd3	-1.0956915184500613	0.18521433	0.399461282
epha7	-1.0922646212965095	0.937932926	5.26e-08
ctsc	-1.0879226631750276	0.142597933	0.030968097
dnajb1b	-1.08736173647207	0.937330507	3.27e-05
gigfy2	-1.0842872725772401	0.181528129	0.445414557
ZNF638	-1.0811565516443262	0.078545403	0.658930086
oaz1b	-1.0766679879583512	0.176643165	0.011236911
prps1b	-1.076090084029635	0.190730079	0.412438724
npc2	-1.0737937017295822	0.150245479	0.02720789
rpl36	-1.07162310674435	0.073873452	0.08073036
glulb	-1.0695399314288205	0.171328044	0.014816477
rfx2	-1.068811125949142	0.935066902	1.22e-09
apoba	-1.0682768965400848	0.143690803	0.031709024
mpp6a	-1.0669077454321418	0.189648005	0.421676019
pck2	-1.066095567535906	0.194097056	0.002118185
ddx5	-1.0656547625801922	0.93467949	2.03e-42
obsl1b	-1.0646557202129707	0.93453462	0.000146932
tpma	-1.0642875231795292	0.198178716	1.76e-07
dennd4c	-1.0637818749841617	0.934449182	1.58e-06
vdac2	-1.061314201334422	0.151120191	0.027566115
ccni	-1.0604394890700406	0.049889409	0.720245862
nap1l1	-1.0597628127161425	0.125735707	0.044004851
gatm	-1.0530608063878586	0.199555228	3.12e-06
slc39a6	-1.0516693572978735	0.183242055	0.442761213
pof1b	-1.050034907134067	0.161306852	0.4918592
ints1	-1.0463235701078466	0.162206091	0.490107715
si:ch211-216l23.2	-1.0455938360719867	0.188110528	0.429422133
rpl9	-1.0440114772272562	0.062526169	0.092474706
acss1	-1.0422583290664715	0.190878269	0.419666925
rps29	-1.0404326177428769	0.201121624	1.14e-09
rab5aa	-1.0364123288402485	0.094411703	0.627208274
rgl3a	-1.0362403000129268	0.93066886	0.002488277
aamp	-1.0315284188973526	0.191851076	0.400705782
tram2	-1.0295698463397454	0.190147528	0.424042158
rpia	-1.029088644345466	0.096371311	0.382787277
col15a1b	-1.0284852366804724	0.189428088	0.396026249
taok1a	-1.0269934006732286	0.192376996	0.414655306
si:ch1073-429i10.3	-1.020781084118255	0.10813609	0.059207164
daam1a	-1.018823872306903	0.185510321	0.438681146
hif1al	-1.0137539175710426	0.170105983	0.019463656
tspan14	-1.0054032384831266	0.186042146	0.438054598
adrm1	-1.0049061924572258	0.118225143	0.579703938
rgmd	-1.0020502033280587	0.110219043	0.382672996
mrpl12	-1.0012075364778479	0.926678164	3.18e-08
rps21	-0.9959696470048353	0.20666874	9.72e-07
MAF1	-0.9957000007766184	0.081355762	0.655137643
fabp1b.1	-0.9954472484224747	0.206079057	0.000355182
AC024175.4	-0.9953839608125762	0.206744204	0.0
caprin1b	-0.9933360967108668	0.201496633	0.00299323
cux1a	-0.9931239344686439	0.169945733	0.475578965
zgc:56493	-0.9857400448545827	0.140694956	0.039782178
si:dkey-182i3.8	-0.9844345277096754	0.924247513	0.002325836
ppp2cb	-0.9834705967538625	0.207469734	0.000418723
taf12	-0.981954467213671	0.167848498	0.386008425
mrpl37	-0.9808777560527188	0.188462908	0.390180145
RPL29	-0.9804268345626649	0.208630512	2.76e-08
mphosph10	-0.9796243961218604	0.190222667	0.391269918
fam204a	-0.9785008123200979	0.923746854	0.000545875
anp32b	-0.9762877425382991	0.180184806	0.016207821
hmgb2a	-0.9743337095438803	0.209401872	1.19e-10
fbp1b	-0.9742147514372058	0.155743625	0.031071025
gpx4a	-0.9740194720181378	0.146712124	0.036790029
rpl39	-0.9662719269412233	0.210424956	2.78e-14
si:ch211-195b11.3	-0.9661923518477781	0.165956746	0.025383568
zgc:153215	-0.9608911597016384	0.921530949	0.00041357
ppp1r3ab	-0.9606100742785547	0.193087776	0.391948939
cct8	-0.9605165802368206	0.084231215	0.37452995
hmgb3a	-0.9598448729997645	0.210665859	0.000309897
fetub	-0.9577860590195738	0.211505045	5.43e-11
ran	-0.954713150871228	0.211896435	2.92e-07
mplkip	-0.9521234554706602	0.920460596	2.03e-05
fzd5	-0.9486155722697137	0.91987096	0.001186786
hmmr	-0.9476744162267502	0.191788862	0.425799844
ywhaqb	-0.9419034703908001	0.127441748	0.052045205
DSP (2 of 2)	-0.9414522030903718	0.195463862	0.393015888
ptmab	-0.936893154753501	0.214178428	1.71e-09
ppan	-0.9364045906797778	0.145525043	0.526945211
ppan	-0.9364045906797778	0.145525043	0.526945211
si:ch211-243g18.2	-0.9363762236458809	0.170506468	0.382787277
slmapa	-0.9313318994290332	0.197571839	0.400734531
rps6kb1b	-0.9305266270876794	0.174504019	0.382672996
dpy30	-0.9290911718874572	0.178145959	0.460186531
faua	-0.9271690868242609	0.0765034	0.091682683
dusp1	-0.9263968394904732	0.917161394	1.12e-15
cct7	-0.9232109770995954	0.118307116	0.377320982
rgl1	-0.918014536013264	0.916078936	2.23e-13
rreb1b	-0.9144449733455563	0.915616958	1.06e-09
zgc:77086	-0.9134936478947544	0.154018653	0.380028785
cox5ab	-0.9089134161993273	0.16725742	0.380492846
slc31a1	-0.9085528446556957	0.071731468	0.677406394
mak16	-0.9073748085216606	0.155921469	0.506952764
mab21l1	-0.9027167641126489	0.190270047	0.432932058
ccng1	-0.8994628804446559	0.218990348	1.54e-05
ccdc77	-0.8951876602094236	0.91297002	0.001375984
si:ch211-175g6.7	-0.8927053385254197	0.912790083	1.43e-29
mdka	-0.891309545564183	0.220023606	3.14e-05
pcxa	-0.8884066925751437	0.158621047	0.378397592
slc1a3a	-0.8871801898993514	0.114291472	0.373715196
nusap1	-0.8867352669258958	0.175795224	0.379433156
selk	-0.8864818267335464	0.195376074	0.419704174
ankrd11	-0.8853291665587687	0.91182568	1.36e-29
lmnb2	-0.8845961980361322	0.17099379	0.028362616
aimp1	-0.8831949878164732	0.152374956	0.514713234
rps14	-0.8829783164511472	0.054877665	0.115308987
pkp1b	-0.8822860171175141	0.199218358	0.405158449
wu:fc21g02	-0.8800426296106048	0.162139871	0.37797442
ctssb.1	-0.8778979852712218	0.081894073	0.366320209
apoa1b	-0.8773925814622278	0.039672645	0.131055941
rab5ab	-0.8766194434273235	0.172635836	0.473802581
mylz3	-0.8732993826078425	0.222399868	2.31e-05
rilpl2	-0.8706979575873578	0.909671954	0.002308614
si:dkey-56m19.5	-0.8695545565095025	0.085042682	0.366320209
neurog1	-0.8687601617216765	0.168734448	0.482127334
eif3f	-0.8678797566744353	0.220087834	0.001628006
spint2	-0.8670851327122474	0.169818954	0.377464109
dbnlb	-0.8649707203652384	0.195376603	0.382962648
mfap2	-0.8646919221156314	0.129067947	0.373864106
smad1	-0.8644121181414705	0.15922587	0.501532321
suv420h2	-0.863265337877226	0.908915742	0.000102303
si:dkey-204f11.64	-0.863155954411957	0.189060781	0.438054598
rpl7	-0.8630894920342382	0.011454526	0.810896993
u2af2a	-0.8610734221821598	0.079130309	0.663068128
apobb.1	-0.8570682739402194	0.03658123	0.136823653
ptprna	-0.8567254809469455	0.193226266	0.427922262
rbfox1l	-0.855501491223294	0.207081203	0.009560825
rad21a	-0.8529143211716049	0.224921926	0.000112445
vdac1	-0.8507412237815039	0.154424734	0.041335604
si:ch73-281n10.2	-0.843407468884711	0.048017692	0.35120553
f2rl1.2	-0.8434006988470829	0.905970756	0.003333036
mbtps1	-0.8417452551145262	0.140319754	0.539747275
adkb	-0.8415173479660472	0.175917153	0.468114665
crnkl1	-0.8414853678608584	0.185197033	0.377034861
hbs1l	-0.8406806565767453	0.201502555	0.400669346
cul4b	-0.8401846962536149	0.107723707	0.604871974
acp5a	-0.8380760921623802	0.041070397	0.74509418
eif4a3	-0.8377305694892966	0.106579784	0.368070932
tnnt3a	-0.8352302076841368	0.183824445	0.024353417
si:ch211-161h7.4	-0.8320291007888028	0.155750398	0.373799541
ppib	-0.8303119052518247	0.16650616	0.035262725
ubc	-0.8290414148510513	0.228314878	5.28e-09
cdk2ap2	-0.8258244900074665	0.175407508	0.469715218
nup188	-0.8241733523867185	0.164701251	0.373799541
zmynd11	-0.8228703284752198	0.198729706	0.414590045
apex1	-0.8219741731883313	0.221006066	0.00437237
pdia2	-0.815031337890595	0.90217754	0.003627575
otub1a	-0.8144624052113264	0.180460723	0.374228342
srm	-0.813917975261557	0.902345877	3.65e-08
cav3	-0.8116856943161748	0.165605266	0.372877674
lrrn1	-0.8079749107233646	0.219945648	0.005939724
tle3a	-0.8066644797102842	0.152721896	0.371533347
dnajc1	-0.7994517312955004	0.121805193	0.577595419
mcm4	-0.7981478979898139	0.182149664	0.028152833
ppp1cbl	-0.7970550764317454	0.150876618	0.520019757
gsna	-0.7957119032911074	0.189729265	0.374117082
pax6b	-0.7947474025243998	0.899755107	1.66e-14
hrsp12	-0.7945610563444365	0.182650451	0.372877674
ncoa3	-0.7941196351613545	0.899669928	1.44e-10
oaz1a	-0.7938775519174294	0.19272619	0.022218312
mcm7	-0.7922778285216426	0.22197391	0.00597373
calm2b	-0.7909770617299764	0.233218833	0.000119018
tmem131	-0.789774376812893	0.200902524	0.410573399
gltscr2	-0.7892976075896555	0.088046247	0.359297265
dab2ipb	-0.7881257903681044	0.898716906	0.001985657
prdm12b	-0.7862280581344097	0.187434996	0.445323078
rhag	-0.7848761426595376	0.194931584	0.427731398
bsg	-0.7822130851925367	0.229704226	0.002582477
cyp2y3	-0.7724604857558065	0.180238272	0.370854377
nkd1	-0.7723221975086939	0.896680601	0.000326269
atp5o	-0.7686841964493772	0.222810129	0.007224454
fabp3	-0.7683058400815818	0.235944759	0.000309897
gch2	-0.7666043321182833	0.152971343	0.049048661
nomo	-0.7662527855234158	0.178655766	0.464967718
nomo	-0.7662527855234158	0.178655766	0.464967718
nomo	-0.7662527855234158	0.178655766	0.464967718
shisa3	-0.7619182027920647	0.183393995	0.370324589
adka	-0.7614869580434048	0.231999247	0.002857071
usp44	-0.7550597145117866	0.206117743	0.385900053
adh8b	-0.7524872592770226	0.077901001	0.668344589
sp4	-0.7511152624727966	0.189034448	0.44323359
rbm6	-0.7510016344401415	0.194667997	0.430204736
nrp2b	-0.7503700065799196	0.893679139	4.76e-09
pcdh8	-0.7467668124099874	0.893176719	9.33e-05
tardbp	-0.7466594526938164	0.066926461	0.691622322
hnrnpul1	-0.7466050028629941	0.112992667	0.360970466
psmc4	-0.7461316760418172	0.119698996	0.362179778
ywhabl	-0.7446027022239773	0.168363112	0.04085113
rbp2b	-0.7425752641853053	0.89233903	0.004135733
krt1-19d	-0.742474738373999	0.19803636	0.422288496
krt1-19d	-0.742474738373999	0.19803636	0.422288496
krt1-19d	-0.742474738373999	0.19803636	0.422288496
tmem147	-0.7396704014360467	0.198158029	0.422143639
elavl3	-0.7368880549538347	0.10737248	0.358885517
rpl32	-0.7351247219361877	0.241124964	1.73e-19
pabpn1	-0.7328749712475474	0.232929548	0.004428927
vdac3	-0.7325583368602927	0.148101213	0.055161804
rbm4.2	-0.7312721900107594	0.073581106	0.677946375
rbm4.2	-0.7312721900107594	0.073581106	0.677946375
ddi2	-0.7298388176436797	0.160917449	0.365942791
tdgf1	-0.7289584859812478	0.890680522	0.000659076
tdgf1	-0.7289584859812478	0.890680522	0.000659076
bub1	-0.7263376246169335	0.169753013	0.484448466
snai2	-0.7255423886190876	0.890230126	1.25e-10
ndufb3	-0.72494276732942	0.206204279	0.377784096
hnrnpc	-0.7242233251201263	0.086390081	0.651380679
pfn1	-0.7238034696522867	0.08498863	0.10473685
rpn2	-0.7215317629055052	0.239584895	0.001771899
idi1	-0.7206136651658192	0.88953951	4.64e-05
rangap1b	-0.7190928196161287	0.889328133	8.14e-08
brk1	-0.7185946894375718	0.150551999	0.364044398
rsl1d1	-0.7164272000452164	0.10859836	0.357187455
rfx4	-0.7160711273455532	0.888904504	5.5e-06
auts2b	-0.714519099781633	0.888686901	1.88e-06
ubtf	-0.708546359996064	0.104914163	0.613821361
tpx2	-0.7068617279948971	0.215960189	0.01552107
zc3h4	-0.705668368451546	0.887442562	3.17e-08
cirbpb	-0.705464395820799	0.245276759	9.44e-31
sdad1	-0.7053199555476178	0.092556755	0.639128974
ap1s2	-0.7029418053215124	0.090748607	0.642910478
rps16	-0.6993631379696309	0.047216449	0.332421053
trpc4apa	-0.6985460816208854	0.205274745	0.372285147
rassf2a	-0.6980897548645907	0.205245596	0.372192917
atp5a1	-0.6973708202560666	0.11380773	0.083369711
srsf11	-0.6968667935395257	0.174990811	0.040513372
mt-co3	-0.6948047689648943	0.246782049	8.56e-27
dctn2	-0.6938242177929494	0.174750996	0.364044398
atp1a1a.1	-0.6914915377758813	0.164789844	0.047489757
slc6a9	-0.6863399241075324	0.135258901	0.359297265
cherp	-0.684007462874187	0.161590525	0.362179778
kremen1	-0.6835286771566188	0.884299769	0.000440204
si:dkey-261h17.1	-0.6827003707358208	0.150580576	0.360970466
hibadha	-0.6797779917124772	0.883766436	0.000441867
nfyc	-0.6792462042727552	0.081027814	0.663661032
afp4	-0.677258464477461	0.249275398	7.38e-17
sgol1	-0.6725064765108368	0.202787269	0.414244932
cox4i1	-0.6709163115539772	0.246499954	0.001878274
sptssa	-0.6705902711654003	0.882460206	0.000179724
CDCA2	-0.6687174114442876	0.187201182	0.363062369
si:ch73-46j18.5	-0.6682449116219539	0.247376376	0.001624144
znf280d	-0.6666633355751227	0.148131443	0.528916945
faf2	-0.6647432911006682	0.199591319	0.422845041
ssbp3b	-0.6645296414365366	0.080927228	0.66424456
serpine1	-0.663698781184266	0.881464904	0.000775962
kri1	-0.6614561177687991	0.162349365	0.501086885
eif2s2	-0.6612314150479758	0.247627848	0.002007672
plbd1	-0.6595324720726478	0.167381672	0.491182513
eng2a	-0.6585555829083384	0.880734636	0.000152308
DAB2 (2 of 2)	-0.6582483671619641	0.210121152	0.391269918
epcam	-0.6573345579143229	0.23410644	0.009355863
ube2g1a	-0.6560558534185345	0.880375822	7.59e-06
ppil3	-0.6554160188468169	0.880221001	0.002981612
psma1	-0.6540215998666499	0.073022085	0.681092771
nr6a1b	-0.6540204214804001	0.880079652	0.00043686
hspa9	-0.6531433685077049	0.2317024	0.010954167
fam32a	-0.6520067712531508	0.112795772	0.599329291
